"","Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","CGA","ExistVeg","dominant_shrub_3","x","y","optional","rel_yrs","plant_yrs","salv_yrs","survey_year","survey.years.post","released","salvaged","planted","managed"
"153","MOO1201656","1631","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO203 AA","NAD83 UTM zone 10",694163.33,4454977.39,"162","2","GRANITE",NA,"0","0","0.5","100","0","0","1","99","0","0","0","0","1","5",NA,"NA","NA","0.5","1","9","0","9","BAF 5","100","100","0","5","45","0","45","NA","56","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694163.33,4454977.39,"TRUE","","2010","2009",2012,5,0,1,1,1
"154","MOO1201671","1632","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO199 AA","NAD83 UTM zone 10",694354.48,4455172.13,"24","22","GRANITE",NA,"3","0","0.5","92","5","42","30","0.5","0","0","2","0","1","5",NA,"NA","NA","0","0.5","7","0","7","BAF 10.  Moved plot 10m south avoid managed area.","30","72","0","10","70","0","70","80","83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694354.48,4455172.13,"TRUE","","2010","2009",2012,5,0,1,1,1
"155","MOO1201672","1633","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO205 AA","NAD83 UTM zone 10",694165.21,4455179.15,"29","18","GRANITE",NA,"5","0","0.5","94","1","95","0.5","0.5","0","0","5","0","1","5",NA,"NA","NA","0","1","6","0","6","BAF 20","0.5","95","0","20","120","0","120","110","65","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694165.21,4455179.15,"TRUE","","2010","",2012,5,0,0,1,1
"156","MOO1201673","1634","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO207 AA","NAD83 UTM zone 10",693967,4455180.97,"336","32","GRANITE",NA,"2","0","0.5","95","3","95","0.5","0","0","0","5","0","1","5",NA,"NA","NA","0","2","14","0","14","BAF 20","0.5","95","0","20","280","0","280","130","98","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",693967,4455180.97,"TRUE","","2010","",2012,5,0,0,1,1
"157","MOO1201683","1635","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO197 AA","NAD83 UTM zone 10",694364.82,4455373.63,"83","15","GRANITE",NA,"0.5","0","0.5","99","1","66","1","2","0","0","2","0","1","5",NA,"NA","NA","0","1","11","0","11","BAF 20.  Some grazing.","3","69","0","20","220","0","220","90","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694364.82,4455373.63,"TRUE","","2010","2009",2012,5,0,1,1,1
"158","MOO1201684","1636","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO209 AA","NAD83 UTM zone 10",693958.21,4455389.98,"8","22","GRANITE",NA,"1","0","0.5","98","1","60","12","0","0","0","40","0","1","5",NA,"NA","NA","0.5","1.5","11","0","11","BAF 20","12","72","0","20","220","0","220","100","58","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",693958.21,4455389.98,"TRUE","","2010","",2012,5,0,0,1,1
"159","MOO1201697","1638","MOONLIGHT","8/21/2012 0:00:00","AA, LJ, CP",2007,"MOO193 AA","NAD83 UTM zone 10",694567.59,4455583.53,"169","27","GRANITE",NA,"2","1","0.5","92","5","56","8","3","0","0","0","0","1","5",NA,"NA","NA","0","1","14","0","14","BAF 20","11","67","0","20","280","0","280","105","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694567.59,4455583.53,"TRUE","","2010","",2012,5,0,0,1,1
"160","MOO1201699","1639","MOONLIGHT","8/21/2012 0:00:00","AA, LJ, CP",2007,"MOO195 AA","NAD83 UTM zone 10",694362.79,4455581.66,"182","27","GRANITE",NA,"1","0.5","0.5","95","7","6","35","15","0","0","20","0","1","5",NA,"NA","NA","0","0.5","13","0","13","BAF 20","50","56","0","20","260","0","260","45","136","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694362.79,4455581.66,"TRUE","","2010","",2012,5,0,0,1,1
"161","MOO1201700","1640","MOONLIGHT","8/21/2012 0:00:00","AA, LJ, CP",2007,"MOO211 AA","NAD83 UTM zone 10",693965.44,4455584.66,"168","10","GRANITE",NA,"3","0.5","0.5","87","10","30","4","3","0","0","10","0","1","5",NA,"NA","NA","0.5","1","7","0","7","BAF 20","7","37","0","20","140","0","140","55","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",693965.44,4455584.66,"TRUE","","2010","",2012,5,0,0,1,1
"162","MOO1201711","1713","MOONLIGHT","8/16/2012 0:00:00","AA, CR",2007,"MOO189 AA","NAD83 UTM zone 10",700472.1,4456173.81,"244","15","GRANITE",NA,"0.5","0","0.5","60","40","75","3","2","0","0.5","0","0.5","1","5",NA,"NA","NA","0","0.5","4","0","4","BAF 5","3","80","0.5","5","20","0","20","85","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700472.1,4456173.81,"TRUE","2009","2009","",2012,5,1,0,1,1
"163","MOO1201726","1716","MOONLIGHT","8/16/2012 0:00:00","AA, CR",2007,"MOO187 AA","NAD83 UTM zone 10",700471.86,4456376.57,"202","15","GRANITE",NA,"20","0.5","0.5","80","0","40","12","10","0","0.5","55","0.5","1","5",NA,"NA","NA","0","2","8","0","8",NA,"22","62","0.5","20","160","0","160","30","187","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700471.86,4456376.57,"TRUE","2009","2009","",2012,5,1,0,1,1
"164","MOO1201727","1644","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO225 AA","NAD83 UTM zone 10",694559.81,4455982.85,"340","25","GRANITE",NA,"4","0.5","0.5","93","3","75","5","0.5","0","0","10","0","1","5",NA,"NA","NA","0","0.5","9","0","9","BAF 20","5","80","0","20","180","0","180","80","76","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694559.81,4455982.85,"TRUE","","2010","",2012,5,0,0,1,1
"165","MOO1201728","1717","MOONLIGHT","8/16/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0312 LJ","NAD83 UTM zone 10",700366.12,4456181.85,"199","18","GRANITE",NA,"2","0","0.5","95","3","25","0.5","55","0","0.5","7","0.5","1","5",NA,"NA","NA","0","1","7","0","7",NA,"55","80","0.5","20","140","0","140","56","42","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700366.12,4456181.85,"TRUE","2009","2009","",2012,5,1,0,1,1
"166","MOO1201729","1645","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO223AA","NAD83 UTM zone 10",694354.98,4455981.08,"20","32","GRANITE",NA,"0","3","0.5","97","0.5","97","1","0","0","0","5","0","1","5",NA,"NA","NA","0","2","7","0","7","BAF 20","1","98","0","20","140","0","140","120","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694354.98,4455981.08,"TRUE","","2010","",2012,5,0,0,1,1
"167","MOO1201730","1718","MOONLIGHT","8/16/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0302 LJ","NAD83 UTM zone 10",700160.59,4456178.88,"246","24","GRANITE",NA,"5","1","0.5","85","9","36","10","25","0","0.5","2","0","1","5",NA,"NA","NA","0","2","6","0","6","BAF 5","35","70","0.5","5","30","0","30","80","93","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700160.59,4456178.88,"TRUE","","2009","2010",2012,5,0,1,1,1
"168","MOO1201731","1646","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO221 AA","NAD83 UTM zone 10",694158.4,4455985.56,"266","52","GRANITE",NA,"5","4","2","87","2","27","0.5","0.5","0","0.5","10","20","1","4",NA,"NA","NA","0.5","2","14","9","5","BAF 20","0.5","27","20","20","280","180","100","60","2.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694158.4,4455985.56,"TRUE","","2010","",2012,5,0,0,1,1
"169","MOO1201732","1719","MOONLIGHT","8/16/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0304 LJ","NAD83 UTM zone 10",699962.72,4456182.77,"232","8","GRANITE",NA,"5","0","0.5","89","6","70","5","5","0","1","20","1","1","5",NA,"NA","NA","0","3","7","0","7",NA,"10","80","1","20","140","0","140","90","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699962.72,4456182.77,"TRUE","","2009","",2012,5,0,0,1,1
"170","MOO1201749","1721","MOONLIGHT","8/16/2012 0:00:00","AA, CR",2007,"MOO183 AA","NAD83 UTM zone 10",700668.74,4456574.13,"110","21","GRANITE",NA,"4","2","0.5","94","0.5","27","4","6","0","0","8","0","1","5",NA,"NA","NA","0","1","6","0","6",NA,"10","37","0","20","120","0","120","55","49.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700668.74,4456574.13,"TRUE","2009","2009","",2012,5,1,0,1,1
"171","MOO1201750","1722","MOONLIGHT","8/16/2012 0:00:00","AA, CR",2007,"MOO185 AA","NAD83 UTM zone 10",700469.33,4456576.41,"216","11","GRANITE",NA,"3","2","0.5","92","3","47","0.5","15","0","0","0","0","1","5",NA,"NA","NA","0","1","0","0","0","BAF 5","15","62","0","5","0","0","0","70","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700469.33,4456576.41,"TRUE","2009","2009","",2012,5,1,0,1,1
"172","MOO1201751","1723","MOONLIGHT","8/16/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0310 LJ","NAD83 UTM zone 10",700360.43,4456385.67,"132","30","GRANITE",NA,"10","1","0.5","79","10","65","0.5","5","0","0","0","0","1","5",NA,"NA","NA","0","0.5","4","0","4","BAF 5","5","70","0","5","20","0","20","95","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700360.43,4456385.67,"TRUE","2009","2009","",2012,5,1,0,1,1
"173","MOO1201752","1724","MOONLIGHT","8/16/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0308 LJ","NAD83 UTM zone 10",700160.44,4456386.15,"242","42","GRANITE",NA,"0.5","2","1","97","0.5","27","0.5","75","0","6","3","6","1","2",NA,"NA","NA","0","1","7","6","1","BAF 10","75","90","6","10","70","60","10","90","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700160.44,4456386.15,"TRUE","2009","2009","2010",2012,5,1,1,1,1
"174","MOO1201761","1650","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO261 AA","NAD83 UTM zone 10",699161.4,4456382.81,"206","17","GRANITE",NA,"0.5","0","0.5","90","10","98","0","0","0","0","0","0","1","5",NA,"NA","NA","0","1","8","0","8","BAF 5.  Salvage logging","0","98","0","5","40","0","40","80","101","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699161.4,4456382.81,"TRUE","","2010","2010",2012,5,0,1,1,1
"175","MOO1201793","1652","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO255 AA","NAD83 UTM zone 10",699362.7,4456782.84,"208","48","GRANITE",NA,"1","10","0.5","80","9","28","0","60","0","0","0","0","1","5",NA,"NA","NA","0","0.5","8","0","8","BAF 20","60","88","0","20","160","0","160","70","90","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699362.7,4456782.84,"TRUE","","2010","2010",2012,5,0,1,1,1
"176","MOO1201816","1655","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO249 AA","NAD83 UTM zone 10",699361.69,4456985.94,"48","28","GRANITE",NA,"2","2","0.5","96","0.5","60","5","3","0","0","2","0","1","5",NA,"NA","NA","0","0.5","8","0","8","BAF 20","8","65","0","20","160","0","160","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699361.69,4456985.94,"TRUE","","2009","",2012,5,0,0,1,1
"177","MOO1201818","1656","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO251 AA","NAD83 UTM zone 10",699163.22,4456982.8,"86","4","GRANITE",NA,"0.5","0","0.5","97","3","85","0.5","18","0","0","5","0","1","5",NA,"NA","NA","0","0.5","9","0","9","BAF 20","18","95","0","20","180","0","180","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699163.22,4456982.8,"TRUE","","2009","",2012,5,0,0,1,1
"178","MOO1201823","1657","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO229 AA","NAD83 UTM zone 10",698561.55,4456985.05,"142","27","GRANITE",NA,"8","1","0.5","79","12","80","0.5","0","0","0","0","0","1","5",NA,"NA","NA","0","0.5","6","0","6","BAF 5.  Salvage logging.","0.5","80","0","5","30","0","30","65","107","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698561.55,4456985.05,"TRUE","","2010","2010",2012,5,0,1,1,1
"179","MOO1201839","1658","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO247 AA","NAD83 UTM zone 10",699361.35,4457183.41,"286","60","GRANITE",NA,"7","0.5","0.5","92","1","80","2","2","0","0","0","0","1","5",NA,"NA","NA","0","0.5","10","0","10","BAF 20","4","84","0","20","200","0","200","70","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699361.35,4457183.41,"TRUE","","2009","",2012,5,0,0,1,1
"180","MOO1201841","1659","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO245 AA","NAD83 UTM zone 10",699161.03,4457180.42,"66","23","GRANITE",NA,"2","0.5","0.5","93","5","55","1","6","0","0","0","0","1","5",NA,"NA","NA","0","0.5","9","0","9","BAF 20","7","62","0","20","180","0","180","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699161.03,4457180.42,"TRUE","","2009","",2012,5,0,0,1,1
"181","MOO1201845","1660","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO231 AA","NAD83 UTM zone 10",698563.5,4457185.11,"80","16","GRANITE",NA,"2","0","0.5","91","7","75","0.5","3","0","0.5","0","0","1","5",NA,"NA","NA","0","0.5","8","0","8","BAF 5.  Salvage logging","3","75","0.5","5","40","0","40","70","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698563.5,4457185.11,"TRUE","","2010","2010",2012,5,0,1,1,1
"182","MOO1201854","1725","MOONLIGHT","8/16/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0306 LJ","NAD83 UTM zone 10",699957.49,4456381.6,"204","12","GRANITE",NA,"3","0","0.5","94","3","0","1","6","0","0","7","0","1","5",NA,"NA","NA","0","1","6","0","6","BAF 10","7","60","0","10","60","0","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699957.49,4456381.6,"TRUE","","2009","",2012,5,0,0,1,1
"183","MOO1201862","1661","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO243 AA","NAD83 UTM zone 10",699164.91,4457385.01,"78","10","GRANITE",NA,"0.5","0","0.5","95","5","35","30","1","0","0.5","0.5","0","1","5",NA,"NA","NA","0","1","10","0","10","BAF 20","31","66","0.5","20","200","0","200","90","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699164.91,4457385.01,"TRUE","","2009","",2012,5,0,0,1,1
"184","MOO1201863","1662","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO237 AA","NAD83 UTM zone 10",698957.8,4457382.36,"70","18","GRANITE",NA,"15","3","0.5","75","7","10","10","5","0","0","0","0","1","5",NA,"NA","NA","0","0.5","6","0","6","BAF 20","15","25","0","20","120","0","120","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698957.8,4457382.36,"TRUE","","2009","",2012,5,0,0,1,1
"185","MOO1201864","1663","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO235 AA","NAD83 UTM zone 10",698760.37,4457381.88,"22","37","GRANITE",NA,"0","2","0.5","88","20","20","20","60","0","0","0","0","1","5",NA,"NA","NA","0","1","7","0","7","BAF 10.","80","80","0","10","70","0","70","55","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698760.37,4457381.88,"TRUE","","2009","",2012,5,0,0,1,1
"186","MOO1201865","1664","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO233 AA","NAD83 UTM zone 10",698558.38,4457384.49,"72","17","GRANITE",NA,"1","0","0.5","85","14","75","0.5","0","0","0","0","0","1","5",NA,"NA","NA","0","0.5","9","0","9","BAF 5       SALVAGE LOGGING.","0.5","75","0","5","45","0","45","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698558.38,4457384.49,"TRUE","","2010","2010",2012,5,0,1,1,1
"187","MOO1201880","1665","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO241 AA","NAD83 UTM zone 10",699162.6,4457579.53,"82","20","GRANITE",NA,"0.5","0","0.5","96","4","63","6","2","0","0","0.5","0","1","5",NA,"NA","NA","0","1","6","0","6","BAF 20","8","70","0","20","120","0","120","110","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699162.6,4457579.53,"TRUE","","2009","",2012,5,0,0,1,1
"188","MOO1201881","1666","MOONLIGHT","8/22/2012 0:00:00","AA, CP, LJ",2007,"MOO239 AA","NAD83 UTM zone 10",698960.76,4457584.19,"68","26","GRANITE",NA,"0","0","0.5","100","0.5","95","0","1","0","0","50","0","1","5",NA,"NA","NA","0","2","15","0","15","BAF 20","1","95","0","20","300","0","300","80","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698960.76,4457584.19,"TRUE","","2009","",2012,5,0,0,1,1
"189","MOO1201937","1670","MOONLIGHT","8/14/2012 0:00:00","AA, CR, MS, LJ",2007,"MOO125 AA","NAD83 UTM zone 10",700864.2,4458578.02,"278","25","GRANITE",NA,"0.5","0.5","1","98","1","15","7","0.5","0","25","20","25","1","2",NA,"NA","NA","0","3","7","0","7","BAF 20","7","22","25","20","140","0","140","70","2.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700864.2,4458578.02,"TRUE","","","2010",2012,5,0,1,0,1
"190","MOO1201939","1672","MOONLIGHT","8/14/2012 0:00:00","AA, CR, MS, LJ",2007,"MOO121 AA","NAD83 UTM zone 10",700469.89,4458578.11,"84","45","GRANITE",NA,"5","2","0.5","89","4","48","10","3","0","0","30","0","1","5",NA,"NA","NA","0","0.5","6","0","6","BAF 20.  OLD FIRE ROAD RUNS THROUGH PLOT.","13","61","0","20","120","0","120","70","39.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700469.89,4458578.11,"TRUE","2009","2009","",2012,5,1,0,1,1
"191","MOO1201940","1673","MOONLIGHT","8/14/2012 0:00:00","AA, CR, MS, LJ",2007,"MOO119 AA","NAD83 UTM zone 10",700268.46,4458577.5,"128","24","GRANITE",NA,"2","0","2","95","1","15","5","0.5","0","55","7","55","1","1",NA,"NA","NA","0","2","7","6","1","BAF 10.","5","25","55","10","70","60","10","70","5.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700268.46,4458577.5,"TRUE","","","2010",2012,5,0,1,0,1
"192","MOO1201941","1674","MOONLIGHT","8/14/2012 0:00:00","AA, MS, LJ, CR",2007,"MOO117 AA","NAD83 UTM zone 10",700074.49,4458575.18,"74","9","GRANITE",NA,"2","0","0.5","96","2","45","0.5","7","0","0","50","0","1","5",NA,"NA","NA","0","1","17","0","17","BAF 20","7","52","0","20","340","0","340","8","9.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700074.49,4458575.18,"TRUE","","2010","2009",2012,5,0,1,1,1
"193","MOO1201942","1675","MOONLIGHT","8/14/2012 0:00:00","AA CR, LJ, MS",2007,"MOO115 AA","NAD83 UTM zone 10",699866.97,4458576.22,"262","10","GRANITE",NA,"5","0","0.5","88","7","45","5","1","0","0","20","0","1","5",NA,"NA","NA","0","2","12","0","12","BAF 20   Nearest regen is out of  range.","6","51","0","20","240","0","240","50","46","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699866.97,4458576.22,"TRUE","","2010","2009",2012,5,0,1,1,1
"194","MOO1201957","1680","MOONLIGHT","8/14/2012 0:00:00","AA, CR, MS, LJ",2007,"MOO141 AA","NAD83 UTM zone 10",700475.62,4458779.48,"144","11","GRANITE",NA,"1","7","0.5","92","0.5","41","5","3","0","0","30","0","1","4",NA,"NA","NA","0","2","6","2","4","BAF 20     Neareste regen out of range.","8","50","0","20","120","40","80","100","11.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700475.62,4458779.48,"TRUE","","","2010",2012,5,0,1,0,1
"195","MOO1201960","1683","MOONLIGHT","8/14/2012 0:00:00","AA, CR, MS, LJ",2007,"MOO147 AA","NAD83 UTM zone 10",699861.28,4458776.49,"202","28","GRANITE",NA,"15","0","0.5","80","5","17","5","11","0","0","0","10","1","5",NA,"NA","NA","0","2","9","1","8","BAF 20","16","33","0","20","180","20","160","50","15.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699861.28,4458776.49,"TRUE","","2009","2010",2012,5,0,1,1,1
"196","MOO1202072","1685","MOONLIGHT","8/8/2012 0:00:00","CP, MS, LJ",2007,"MOO2072 Juno","NAD83 UTM zone 10",698965.15,4459780.89,"8","10","GRANITE",NA,"5","4","0.5","91","0","0","65","2","0","1","1","1","1","3",NA,"NA","NA","0","2","6","4","2","BAF 10","65","65","1","10","60","40","20","NA","5.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698965.15,4459780.89,"TRUE","","2009","",2012,5,0,0,1,1
"197","MOO1202092","1687","MOONLIGHT","8/8/2012 0:00:00","CP, LJ, MS",2007,"MOO2092 JUNO","NAD83 UTM zone 10",698964.25,4459980.46,"30","8","GRANITE",NA,"2","2","1","95","0.5","0","50","0","0","35","0","35","1","1",NA,"NA","NA","0","2","6","6","0","BAF 10     Mule's ears dominate the area.","50","50","35","10","60","60","0","NA","3.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698964.25,4459980.46,"TRUE","","2009","",2012,5,0,0,1,1
"198","MOO1202125","1732","MOONLIGHT","8/8/2012 0:00:00","AA, CR",2007,"MOO67 AA","NAD83 UTM zone 10",701074.29,4460560.27,"30","2","GRANITE",NA,"7","0","2","82","9","0","5","7","8","12","2","20","1","1",NA,"NA","NA","1","2","9","7","2","BAF 10","12","12","20","10","90","70","20","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",701074.29,4460560.27,"TRUE","","","2010",2012,5,0,1,0,1
"199","MOO1202133","1735","MOONLIGHT","8/8/2012 0:00:00","CP, LJ",2007,"MOO2133 JUNO","NAD83 UTM zone 10",699362.57,4460377.78,"246","24","GRANITE",NA,"5","4","0.5","87","4","4","50","1","0","0","0.5","0","1","4",NA,"NA","NA","0","2","9","0","9","BAF 20","51","55","0","20","180","0","180","25","11.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699362.57,4460377.78,"TRUE","","2009","",2012,5,0,0,1,1
"200","MOO1202200","1736","MOONLIGHT","8/8/2012 0:00:00","CP, LJ, MS",2007,"MOO2200 JUNO","NAD83 UTM zone 10",698162.46,4461183.83,"268","45","GRANITE",NA,"2","5","0.5","88","5","6","25","0","0","18","4","18","1","3",NA,"NA","NA","0","3","6","3","3","BAF 20","25","31","18","20","120","60","60","15","1.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698162.46,4461183.83,"TRUE","","","2010",2012,5,0,1,0,1
